poligono_id,fecha,s1_vv_mean_db,s1_vh_mean_db,s1_cross_ratio,delta_vv_mean_db,n_imagenes_vv,n_imagenes_vh,version_script,fecha_calculo
san_lucas,2021-07,-6.28868177029271,-15.119789419256737,8.831107648964027,-0.5771852564170556,7,7,0.1.0,2026-04-27T06:23:09
san_lucas,2022-07,-6.23720390971097,-14.885388708510217,8.648184798799246,0.05147786058174031,3,3,0.1.0,2026-04-27T06:23:10
san_lucas,2023-07,-6.016941080030508,-14.541883966409792,8.524942886379284,0.22026282968046207,7,7,0.1.0,2026-04-27T06:23:11
san_lucas,2024-07,-5.687709294226142,-14.431834696303161,8.74412540207702,0.32923178580436563,7,7,0.1.0,2026-04-27T06:23:12
san_lucas,2025-07,-5.8090607349441274,-14.236029553964546,8.426968819020418,-0.12135144071798543,8,8,0.1.0,2026-04-27T06:23:13
san_lucas,2026-07,,,,,0,0,0.1.0,2026-04-27T06:23:14
san_marcos,2018-07,-2.159256520721324,-14.77246035935371,12.613203838632387,,8,8,0.1.0,2026-04-27T06:21:53
san_marcos,2019-07,-2.173842168333323,-14.538110753308622,12.3642685849753,-0.014585647611998986,2,2,0.1.0,2026-04-27T06:21:54
san_marcos,2020-07,-1.738221741327609,-13.688076320774446,11.949854579446837,0.4356204270057138,6,6,0.1.0,2026-04-27T06:21:55
san_marcos,2021-07,-1.7240992041192555,-14.346750643928921,12.622651439809665,0.014122537208353547,7,7,0.1.0,2026-04-27T06:21:56
san_marcos,2022-07,-1.775984487102846,-14.273076774973244,12.497092287870398,-0.05188528298359052,3,3,0.1.0,2026-04-27T06:21:57
san_marcos,2023-07,-1.6900920246649513,-13.837677286088141,12.14758526142319,0.08589246243789472,7,7,0.1.0,2026-04-27T06:21:58
san_marcos,2024-07,-0.5617837329222847,-12.361644688860354,11.799860955938069,1.1283082917426666,7,7,0.1.0,2026-04-27T06:21:59
san_marcos,2025-07,1.7080984268319241,-10.285491095219829,11.993589522051753,2.269882159754209,8,8,0.1.0,2026-04-27T06:22:00
san_marcos,2026-07,,,,,0,0,0.1.0,2026-04-27T06:22:01
san_martin,2018-07,-3.9481592334395224,-11.439910186208406,7.491750952768884,,8,8,0.1.0,2026-04-27T06:22:31
san_martin,2019-07,-3.6941313543497127,-11.487783974817189,7.793652620467476,0.2540278790898096,2,2,0.1.0,2026-04-27T06:22:32
san_martin,2020-07,-2.882558844224388,-10.456596351592005,7.574037507367617,0.8115725101253246,6,6,0.1.0,2026-04-27T06:22:33
san_martin,2021-07,-3.4766123693984863,-11.50679721888948,8.030184849490993,-0.5940535251740982,7,7,0.1.0,2026-04-27T06:22:34
san_martin,2022-07,-3.1883092729152915,-11.37107590029169,8.182766627376399,0.28830309648319474,3,3,0.1.0,2026-04-27T06:22:35
san_martin,2023-07,-3.218091006046156,-11.46453292610034,8.246441920054185,-0.029781733130864296,7,7,0.1.0,2026-04-27T06:22:36
san_martin,2024-07,-3.0640730900882756,-11.473401369655768,8.409328279567493,0.15401791595788028,7,7,0.1.0,2026-04-27T06:22:37
san_martin,2025-07,-2.914444764497604,-11.09270691374864,8.178262149251035,0.14962832559067163,8,8,0.1.0,2026-04-27T06:22:38
san_martin,2026-07,,,,,0,0,0.1.0,2026-04-27T06:22:39
santa_helena,2018-07,-8.79121367726301,-15.588124093133084,6.796910415870075,,8,8,0.1.0,2026-04-27T06:24:39
