poligono_id,fecha,s1_vv_mean_db,s1_vh_mean_db,s1_cross_ratio,delta_vv_mean_db,n_imagenes_vv,n_imagenes_vh,version_script,fecha_calculo
dm_miguel_lanus,2019-07,-10.430505601893342,-17.017205036496218,6.586699434602876,0.1077660806884726,2,2,0.1.0,2026-05-08T23:48:42
dm_miguel_lanus,2020-07,-9.277851120765108,-16.049002796470994,6.771151675705886,1.1526544811282342,6,6,0.1.0,2026-05-08T23:48:43
dm_miguel_lanus,2021-07,-10.345417934454105,-17.072093903263657,6.726675968809552,-1.0675668136889964,7,7,0.1.0,2026-05-08T23:48:46
dm_miguel_lanus,2022-07,-10.011796884577446,-16.42719500897388,6.415398124396432,0.3336210498766583,3,3,0.1.0,2026-05-08T23:48:48
dm_miguel_lanus,2023-07,-9.750668603716964,-16.24619426508802,6.495525661371055,0.2611282808604827,7,7,0.1.0,2026-05-08T23:48:49
dm_miguel_lanus,2024-07,-9.89561543654129,-16.380041856841135,6.484426420299846,-0.14494683282432597,7,7,0.1.0,2026-05-08T23:48:51
dm_miguel_lanus,2025-07,-9.982858601433552,-16.21391237331622,6.231053771882667,-0.08724316489226247,8,8,0.1.0,2026-05-08T23:48:52
dm_miguel_lanus,2026-07,,,,,0,0,0.1.0,2026-05-08T23:48:55
dm_miguel_lanus_sur,2018-07,-9.936144011477092,-17.210553829853698,7.274409818376606,,8,8,0.1.0,2026-05-08T23:51:11
dm_miguel_lanus_sur,2019-07,-9.469175165515304,-16.51290158022656,7.043726414711257,0.46696884596178734,2,2,0.1.0,2026-05-08T23:51:13
dm_miguel_lanus_sur,2020-07,-8.570992479880816,-15.588051366913358,7.017058887032542,0.8981826856344881,6,6,0.1.0,2026-05-08T23:51:14
dm_miguel_lanus_sur,2021-07,-9.477964886549717,-16.809797806972405,7.331832920422688,-0.9069724066689009,7,7,0.1.0,2026-05-08T23:51:15
dm_miguel_lanus_sur,2022-07,-9.117915091151099,-16.165245569604792,7.047330478453693,0.36004979539861814,3,3,0.1.0,2026-05-08T23:51:19
dm_miguel_lanus_sur,2023-07,-8.831292774510233,-15.83891440588831,7.007621631378077,0.2866223166408659,7,7,0.1.0,2026-05-08T23:51:21
dm_miguel_lanus_sur,2024-07,-8.810114243762708,-15.801478032558617,6.991363788795908,0.02117853074752496,7,7,0.1.0,2026-05-08T23:51:22
dm_miguel_lanus_sur,2025-07,-8.798659447548637,-15.463594463650054,6.664935016101417,0.011454796214071195,8,8,0.1.0,2026-05-08T23:51:24
dm_miguel_lanus_sur,2026-07,,,,,0,0,0.1.0,2026-05-08T23:51:26
dm_santa_rita,2018-07,-5.376988260958473,-14.891844636901691,9.514856375943218,,8,8,0.1.0,2026-05-08T23:48:23
dm_santa_rita,2019-07,-5.1634818569324406,-14.59894138246058,9.43545952552814,0.21350640402603283,2,2,0.1.0,2026-05-08T23:48:24
dm_santa_rita,2020-07,-4.498496078559211,-13.991050915096197,9.492554836536986,0.6649857783732296,6,6,0.1.0,2026-05-08T23:48:25
dm_santa_rita,2021-07,-5.000544869468346,-14.624219985740023,9.623675116271677,-0.5020487909091349,7,7,0.1.0,2026-05-08T23:48:26
dm_santa_rita,2022-07,-4.791608772672772,-14.366693527993633,9.57508475532086,0.2089360967955738,3,3,0.1.0,2026-05-08T23:48:27
dm_santa_rita,2023-07,-4.820318184821123,-14.278137438605388,9.457819253784265,-0.0287094121483511,7,7,0.1.0,2026-05-08T23:48:28
dm_santa_rita,2024-07,-4.560700251558103,-14.213513130701385,9.652812879143282,0.2596179332630202,7,7,0.1.0,2026-05-08T23:48:29
dm_santa_rita,2025-07,-4.5750640750340095,-14.055083036276589,9.480018961242578,-0.014363823475906479,8,8,0.1.0,2026-05-08T23:48:30
dm_santa_rita,2026-07,,,,,0,0,0.1.0,2026-05-08T23:48:31
dm_santa_rita_suroeste,2018-07,-4.721178562909011,-14.129542107238478,9.408363544329468,,8,8,0.1.0,2026-05-08T23:50:06
dm_santa_rita_suroeste,2019-07,-4.465965308671324,-13.765427142803004,9.29946183413168,0.25521325423768726,2,2,0.1.0,2026-05-08T23:50:06
dm_santa_rita_suroeste,2020-07,-3.8706515433212436,-13.305823215342043,9.4351716720208,0.5953137653500802,6,6,0.1.0,2026-05-08T23:50:07
dm_santa_rita_suroeste,2021-07,-4.245135821641764,-13.86442862009452,9.619292798452756,-0.3744842783205202,7,7,0.1.0,2026-05-08T23:50:08
dm_santa_rita_suroeste,2022-07,-4.031991109822584,-13.497909399607233,9.46591828978465,0.21314471181918027,3,3,0.1.0,2026-05-08T23:50:09
dm_santa_rita_suroeste,2023-07,-4.1367425615384645,-13.503115683861548,9.366373122323083,-0.10475145171588096,7,7,0.1.0,2026-05-08T23:50:09
dm_santa_rita_suroeste,2024-07,-3.7302033191682984,-13.325806645253838,9.59560332608554,0.40653924237016614,7,7,0.1.0,2026-05-08T23:50:11
dm_santa_rita_suroeste,2025-07,-3.735659856608271,-13.167025520085662,9.431365663477392,-0.005456537439972653,8,8,0.1.0,2026-05-08T23:50:12
dm_santa_rita_suroeste,2026-07,,,,,0,0,0.1.0,2026-05-08T23:50:13
dm_villa_urquiza,2018-07,-4.066185984213013,-13.939485659760331,9.873299675547319,,8,8,0.1.0,2026-05-08T23:49:06
